order_detail_id,product_id,quantity,price,total,order_id,createdDate,updatedDate,insertDate,updateDate,sourceSystem,isProcessed,batchId
130949,386,9,8529.24,76763.16,43791,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130950,91,10,170.28,1702.80,43791,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130951,479,3,2632.93,7898.79,43792,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130952,64,9,1414.85,12733.65,43793,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130953,470,9,300.44,2703.96,43794,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130954,248,9,8227.77,74049.93,43794,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130955,552,10,1083.11,10831.10,43795,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130956,610,3,9487.56,28462.68,43795,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130957,397,9,6507.59,58568.31,43795,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130958,591,9,9003.16,81028.44,43796,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130959,253,1,919.09,919.09,43796,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130960,956,3,8925.88,26777.64,43797,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130961,1056,3,4441.09,13323.27,43797,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130962,234,3,3221.92,9665.76,43797,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130963,642,2,6705.08,13410.16,43798,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130964,656,3,5380.39,16141.17,43798,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130965,546,9,9669.84,87028.56,43799,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130966,859,9,6862.00,61758.00,43799,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130967,1176,3,8746.55,26239.65,43799,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130968,931,3,5202.72,15608.16,43799,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130969,39,8,6754.51,54036.08,43799,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130970,1039,1,1657.18,1657.18,43800,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130971,169,10,3026.74,30267.40,43800,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130972,478,8,3123.11,24984.88,43800,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130973,1165,7,4894.26,34259.82,43801,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130974,175,6,426.68,2560.08,43801,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130975,922,9,9357.31,84215.79,43801,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130976,919,5,4846.20,24231.00,43801,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130977,1170,3,1751.62,5254.86,43801,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130978,1113,3,1089.76,3269.28,43802,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130979,899,10,3722.94,37229.40,43803,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130980,1040,6,3046.25,18277.50,43803,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130981,1005,6,2901.86,17411.16,43803,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130982,734,7,8071.83,56502.81,43804,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130983,1140,5,5719.36,28596.80,43804,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130984,2,8,5759.67,46077.36,43805,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130985,377,6,9162.96,54977.76,43805,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130986,880,2,7181.37,14362.74,43805,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130987,329,10,8831.74,88317.40,43805,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130988,1057,5,1671.65,8358.25,43805,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130989,456,4,2703.30,10813.20,43806,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130990,514,7,9940.18,69581.26,43806,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130991,523,6,9583.28,57499.68,43806,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130992,101,9,5580.95,50228.55,43806,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130993,633,5,9125.97,45629.85,43807,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130994,48,1,4979.47,4979.47,43807,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130995,1199,5,5393.96,26969.80,43807,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130996,168,9,2271.51,20443.59,43808,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130997,340,5,1302.30,6511.50,43808,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130998,573,10,5112.12,51121.20,43808,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
130999,203,1,7668.25,7668.25,43809,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131000,364,4,5430.54,21722.16,43809,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131001,1156,3,3008.37,9025.11,43809,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131002,657,6,2112.41,12674.46,43810,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131003,442,4,9595.57,38382.28,43810,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131004,386,6,8529.24,51175.44,43810,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131005,81,4,3318.31,13273.24,43810,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131006,373,4,517.88,2071.52,43810,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131007,675,8,2336.61,18692.88,43811,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131008,7,7,4426.41,30984.87,43811,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131009,209,7,949.32,6645.24,43811,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131010,398,9,863.49,7771.41,43811,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131011,469,7,1411.46,9880.22,43812,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131012,651,2,9757.24,19514.48,43812,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131013,591,4,9003.16,36012.64,43812,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131014,1043,5,3199.17,15995.85,43812,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131015,315,3,4799.82,14399.46,43813,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131016,49,3,4927.61,14782.83,43814,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131017,491,6,5662.07,33972.42,43814,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131018,969,6,9849.34,59096.04,43814,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131019,1017,6,1161.40,6968.40,43815,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131020,787,9,5667.15,51004.35,43816,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131021,599,2,4323.26,8646.52,43816,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131022,418,6,5521.28,33127.68,43816,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131023,304,8,1659.19,13273.52,43816,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131024,103,3,8755.93,26267.79,43817,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131025,267,6,4957.10,29742.60,43817,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131026,679,5,6407.27,32036.35,43817,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131027,679,6,6407.27,38443.62,43817,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131028,346,3,9972.37,29917.11,43817,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131029,1018,2,4212.05,8424.10,43818,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131030,1157,10,2034.71,20347.10,43818,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131031,7,9,4426.41,39837.69,43818,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131032,683,3,7405.81,22217.43,43819,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131033,1194,7,3055.62,21389.34,43819,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131034,658,10,6826.41,68264.10,43819,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131035,865,6,9102.56,54615.36,43819,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131036,15,2,2751.46,5502.92,43820,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131037,976,10,9916.89,99168.90,43820,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131038,763,9,9440.07,84960.63,43820,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131039,664,1,8575.59,8575.59,43821,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131040,890,8,715.32,5722.56,43821,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131041,447,3,3850.35,11551.05,43822,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131042,889,5,9114.22,45571.10,43822,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131043,673,3,9837.27,29511.81,43822,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131044,541,7,8161.42,57129.94,43822,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131045,844,7,7838.64,54870.48,43822,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131046,305,6,2223.61,13341.66,43823,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131047,164,10,1784.17,17841.70,43823,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131048,187,5,1257.06,6285.30,43824,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131049,44,5,2846.31,14231.55,43824,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131050,1034,10,9436.47,94364.70,43825,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131051,809,1,2701.54,2701.54,43826,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131052,240,2,1548.56,3097.12,43826,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131053,858,4,8412.39,33649.56,43826,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131054,765,6,4192.26,25153.56,43827,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131055,192,4,317.42,1269.68,43827,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131056,442,8,9595.57,76764.56,43827,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131057,681,4,5289.28,21157.12,43828,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131058,596,9,2538.79,22849.11,43828,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131059,963,5,7103.31,35516.55,43828,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131060,303,3,1551.27,4653.81,43828,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131061,110,6,5024.82,30148.92,43829,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131062,1138,6,6522.00,39132.00,43829,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131063,382,2,281.55,563.10,43829,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131064,1067,5,1688.42,8442.10,43829,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131065,690,9,2853.74,25683.66,43830,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131066,330,7,3085.74,21600.18,43830,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131067,772,9,5839.27,52553.43,43830,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131068,210,5,6740.13,33700.65,43830,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131069,136,8,7526.53,60212.24,43831,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131070,140,7,7059.99,49419.93,43831,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131071,751,9,3629.68,32667.12,43831,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131072,870,3,9750.47,29251.41,43831,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131073,650,1,6853.69,6853.69,43832,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131074,1120,2,2218.20,4436.40,43833,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131075,963,6,7103.31,42619.86,43833,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131076,930,7,2650.08,18550.56,43833,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131077,249,5,9176.40,45882.00,43834,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131078,839,2,8225.03,16450.06,43834,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131079,303,1,1551.27,1551.27,43835,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131080,484,4,9119.61,36478.44,43835,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131081,579,5,9576.79,47883.95,43835,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131082,736,10,8054.52,80545.20,43836,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131083,263,9,982.62,8843.58,43836,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131084,1055,5,6048.15,30240.75,43836,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131085,295,10,269.30,2693.00,43837,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131086,653,3,123.85,371.55,43837,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131087,99,5,9479.05,47395.25,43837,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131088,972,4,8781.90,35127.60,43837,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131089,1050,4,4476.20,17904.80,43837,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131090,481,3,8963.46,26890.38,43838,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131091,922,2,9357.31,18714.62,43839,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131092,246,3,3713.69,11141.07,43839,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131093,1127,3,5315.73,15947.19,43839,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131094,827,4,2039.77,8159.08,43839,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131095,118,3,5372.14,16116.42,43839,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131096,854,7,1881.66,13171.62,43840,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131097,183,10,3088.44,30884.40,43840,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131098,558,9,7501.81,67516.29,43841,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131099,37,6,2039.09,12234.54,43841,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131100,944,1,3665.07,3665.07,43841,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131101,21,5,3679.14,18395.70,43841,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131102,660,3,6798.50,20395.50,43841,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131103,708,10,8545.41,85454.10,43842,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131104,689,4,460.03,1840.12,43842,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131105,735,5,8071.80,40359.00,43842,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131106,600,10,6685.11,66851.10,43842,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131107,315,9,4799.82,43198.38,43842,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131108,726,7,5654.88,39584.16,43843,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131109,377,9,9162.96,82466.64,43843,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131110,823,9,3874.88,34873.92,43843,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131111,803,3,151.25,453.75,43843,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131112,230,5,182.33,911.65,43843,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131113,1002,10,9743.43,97434.30,43844,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131114,740,5,9669.87,48349.35,43844,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131115,146,2,7944.04,15888.08,43844,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131116,993,3,6737.15,20211.45,43844,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131117,1017,1,1161.40,1161.40,43845,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131118,1003,10,2017.58,20175.80,43845,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131119,1157,3,2034.71,6104.13,43845,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131120,540,9,2462.90,22166.10,43845,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131121,752,1,8616.68,8616.68,43846,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131122,913,6,9732.85,58397.10,43846,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131123,555,5,9109.59,45547.95,43846,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131124,964,5,4359.96,21799.80,43847,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131125,107,10,6527.22,65272.20,43847,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131126,914,4,2791.90,11167.60,43847,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131127,193,2,3326.11,6652.22,43847,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131128,1004,4,3139.32,12557.28,43847,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131129,106,9,3239.62,29156.58,43848,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131130,164,10,1784.17,17841.70,43848,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131131,664,1,8575.59,8575.59,43849,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131132,781,10,3754.95,37549.50,43849,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131133,781,8,3754.95,30039.60,43849,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131134,899,10,3722.94,37229.40,43849,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131135,244,1,6403.05,6403.05,43850,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131136,363,9,2810.50,25294.50,43850,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131137,1015,8,896.69,7173.52,43850,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131138,8,1,1900.39,1900.39,43851,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131139,1153,9,1127.68,10149.12,43851,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131140,915,1,3599.14,3599.14,43851,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131141,102,10,9211.90,92119.00,43851,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131142,407,4,3800.09,15200.36,43852,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131143,192,2,317.42,634.84,43852,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131144,62,3,3393.96,10181.88,43853,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131145,988,3,6872.65,20617.95,43853,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131146,605,2,9941.55,19883.10,43853,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131147,931,5,5202.72,26013.60,43854,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131148,80,4,5634.84,22539.36,43854,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131149,648,7,3306.47,23145.29,43854,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131150,485,1,3097.98,3097.98,43855,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131151,1156,9,3008.37,27075.33,43855,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131152,503,9,9904.30,89138.70,43855,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131153,791,2,8478.40,16956.80,43855,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131154,515,5,4521.29,22606.45,43855,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131155,382,4,281.55,1126.20,43856,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131156,4,8,3671.79,29374.32,43856,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131157,542,3,4215.45,12646.35,43856,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131158,674,8,3751.55,30012.40,43857,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131159,554,3,5109.36,15328.08,43857,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131160,44,3,2846.31,8538.93,43857,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131161,562,1,1188.35,1188.35,43858,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131162,120,7,2129.53,14906.71,43858,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131163,1196,8,3337.25,26698.00,43858,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131164,1168,9,5100.79,45907.11,43858,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131165,590,6,8603.39,51620.34,43858,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131166,834,10,3731.94,37319.40,43859,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131167,304,8,1659.19,13273.52,43859,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131168,188,1,2671.00,2671.00,43859,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131169,89,3,8186.03,24558.09,43860,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131170,406,4,4760.80,19043.20,43860,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131171,580,6,3195.25,19171.50,43860,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131172,1187,10,7821.68,78216.80,43861,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131173,846,9,6777.04,60993.36,43861,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131174,791,6,8478.40,50870.40,43862,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131175,176,8,3378.83,27030.64,43862,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131176,529,8,649.87,5198.96,43862,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131177,1046,7,706.10,4942.70,43862,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131178,397,6,6507.59,39045.54,43863,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131179,1044,1,8342.03,8342.03,43863,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131180,943,9,9606.71,86460.39,43863,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131181,792,2,3263.86,6527.72,43864,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131182,149,6,5096.00,30576.00,43864,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131183,985,8,7773.71,62189.68,43864,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131184,1039,2,1657.18,3314.36,43864,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131185,782,6,5112.44,30674.64,43865,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131186,1121,5,2244.51,11222.55,43865,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131187,336,10,8181.83,81818.30,43866,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131188,187,5,1257.06,6285.30,43866,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131189,609,9,716.40,6447.60,43867,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131190,494,3,6092.65,18277.95,43867,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131191,559,4,6662.07,26648.28,43867,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131192,49,4,4927.61,19710.44,43868,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131193,57,2,6789.91,13579.82,43869,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131194,650,6,6853.69,41122.14,43870,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131195,599,1,4323.26,4323.26,43870,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131196,694,2,6694.75,13389.50,43870,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131197,579,9,9576.79,86191.11,43871,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131198,643,8,2771.30,22170.40,43871,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131199,112,10,3581.59,35815.90,43872,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131200,1013,6,6417.42,38504.52,43872,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131201,253,2,919.09,1838.18,43872,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131202,83,3,8045.57,24136.71,43873,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131203,765,8,4192.26,33538.08,43874,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131204,406,4,4760.80,19043.20,43874,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131205,196,6,3486.47,20918.82,43874,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131206,230,3,182.33,546.99,43874,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131207,148,9,8774.14,78967.26,43875,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131208,393,7,9804.05,68628.35,43875,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131209,86,3,2531.96,7595.88,43875,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131210,1043,6,3199.17,19195.02,43875,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131211,1066,10,5662.52,56625.20,43876,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131212,271,3,9884.60,29653.80,43877,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131213,138,6,6561.22,39367.32,43877,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131214,331,8,9918.65,79349.20,43877,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131215,1025,5,5848.91,29244.55,43877,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131216,676,9,8875.93,79883.37,43877,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131217,601,7,8506.61,59546.27,43878,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131218,744,10,476.91,4769.10,43879,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131219,246,4,3713.69,14854.76,43879,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131220,1078,4,3386.57,13546.28,43879,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131221,926,6,9398.86,56393.16,43879,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131222,1143,10,9613.99,96139.90,43880,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131223,1166,1,2528.22,2528.22,43880,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131224,535,3,3295.20,9885.60,43880,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131225,809,1,2701.54,2701.54,43880,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
131226,238,5,9336.00,46680.00,43880,2024-10-04,,2024-10-04,2024-10-04,MySQL,0,
